
1750340202.493747,Y,V,K,K,J, , , , , , 
1750340202.5850601,Y,V,K,K,J, , , , , , 
1750340202.686031,Y,V,K,K,J, , , , , , 
1750340202.786326,Y,V,K,K,J, , , , , , 
1750340202.918176,Y,V,K,K,J, , , , , , 
1750340202.991681,Y,V,K,K,J, , , , , , 
1750340203.0903082,Y,V,K,K,J, , , , , , 
1750340203.2097049,Y,V,K,K,J, , , , , , 
1750340203.294476,Y,V,K,K,J, , , , , , 
1750340203.393645,Y,V,K,K,J, , , , , , 
1750340203.4965818,Y,V,K,K,J, , , , , , 
1750340203.607668,Y,V,K,K,J, , , , , , 
1750340203.696918,Y,V,K,K,J, , , , , , 
1750340203.798406,Y,V,K,K,J, , , , , , 
1750340203.897475,Y,V,K,K,J, , , , , , 
1750340204.016054,Y,V,K,K,J, , , , , , 
1750340204.10886,Y,V,K,K,J, , , , , , 
1750340204.207204,Y,V,K,K,J, , , , , , 
1750340204.311162,Y,V,K,K,J, , , , , , 
1750340204.415586,Y,V,K,K,J, , , , , , 
1750340204.508476,Y,V,K,K,J, , , , , , 
1750340204.6174238,Y,V,K,K,J, , , , , , 
1750340204.706057,Y,V,K,K,J, , , , , , 
1750340204.813521,Y,V,K,K,J, , , , , , 
1750340204.912595,Y,V,K,K,J, , , , , , 
1750340205.093885,Y,V,K,K,J, , , , , , 
1750340205.133482,Y,V,K,K,J, , , , , , 
1750340205.214723,Y,V,K,K,J, , , , , , 
1750340205.311475,Y,V,K,K,J, , , , , , 
1750340205.413802,Y,V,K,K,J, , , , , , 
1750340205.512573,Y,V,K,K,J, , , , , , 
1750340205.615971,Y,V,K,K,J, , , , , , 
1750340205.71436,Y,V,K,K,J, , , , , , 
1750340205.817327,Y,V,K,K,J, , , , , , 
1750340205.927584,Y,V,K,K,J, , , , , , 
1750340206.028575,Y,V,K,K,J, , , , , , 
1750340206.1226199,Y,V,K,K,J, , , , , , 
1750340206.221233,Y,V,K,K,J, , , , , , 
1750340206.325841,Y,V,K,K,J, , , , , , 
1750340206.432259,Y,V,K,K,J, , , , , , 
1750340206.526031,Y,V,K,K,J, , , , , , 
1750340206.623984,Y,V,K,K,J, , , , , , 
1750340206.73295,Y,V,K,K,J, , , , , , 
1750340206.82538,Y,V,K,K,J, , , , , , 
1750340206.927469,Y,V,K,K,J, , , , , , 
1750340207.036341,Y,V,K,K,J, , , , , , 
1750340207.124801,Y,V,K,K,J, , , , , , 
1750340207.231313,Y,V,K,K,J, , , , , , 
1750340207.341681,Y,V,K,K,J, , , , , , 
1750340207.443456,Y,V,K,K,J, , , , , , 
1750340207.542442,Y,V,K,K,J, , , , , , 
1750340207.643711,Y,V,K,K,J, , , , , , 
1750340207.7511292,Y,V,K,K,J, , , , , , 
1750340207.842477,Y,V,K,K,J, , , , , , 
1750340207.9481542,Y,V,K,K,J, , , , , , 
1750340208.046746,Y,V,K,K,J, , , , , , 
1750340208.14326,Y,V,K,K,J, , , , , , 
1750340208.241964,Y,V,K,K,J, , , , , , 
1750340208.343773,Y,V,K,K,J, , , , , , 
1750340208.4437,Y,V,K,K,J, , , , , , 
1750340208.560438,Y,V,K,K,J, , , , , , 
1750340208.6485791,Y,V,K,K,J, , , , , , 
1750340208.748022,Y,V,K,K,J, , , , , , 
1750340208.849688,Y,V,K,K,J, , , , , , 
1750340208.949567,Y,V,K,K,J, , , , , , 
1750340209.054511,Y,V,K,K,J, , , , , , 
1750340209.159863,Y,V,K,K,J, , , , , , 
1750340209.2626119,Y,V,K,K,J, , , , , , 
1750340209.356076,Y,V,K,K,J, , , , , , 
1750340209.4611032,Y,V,K,K,J, , , , , , 
1750340209.5577521,Y,V,K,K,J, , , , , , 
1750340209.6552289,Y,V,K,K,J, , , , , , 
1750340209.7570748,Y,V,K,K,J, , , , , , 
1750340209.8627222,Y,V,K,K,J, , , , , , 
1750340209.9591,Y,V,K,K,J, , , , , , 
1750340210.0601962,Y,V,K,K,J, , , , , , 
1750340210.164129,Y,V,K,K,J, , , , , , 
1750340210.261552,Y,V,K,K,J, , , , , , 
1750340210.358171,Y,V,K,K,J, , , , , , 
1750340210.4727051,Y,V,K,K,J, , , , , , 
1750340210.5638132,Y,V,K,K,J, , , , , , 
1750340210.670369,Y,V,K,K,J, , , , , , 
1750340210.7655292,Y,V,K,K,J, , , , , , 
1750340210.871542,Y,V,K,K,J, , , , , , 
1750340210.967912,Y,V,K,K,J, , , , , , 
1750340211.0738308,Y,V,K,K,J, , , , , , 
1750340211.180592,Y,V,K,K,J, , , , , , 
1750340211.2739682,Y,V,K,K,J, , , , , , 
1750340211.371221,Y,V,K,K,J, , , , , , 
1750340211.4743192,Y,V,K,K,J, , , , , , 
1750340211.5940711,Y,V,K,K,J, , , , , , 
1750340211.674089,Y,V,K,K,J, , , , , , 
1750340211.780312,Y,V,K,K,J, , , , , , 
1750340211.876116,Y,V,K,K,J, , , , , , 
1750340211.9918249,Y,V,K,K,J, , , , , , 
1750340212.088328,Y,V,K,K,J, , , , , , 
1750340212.1909041,Y,V,K,K,J, , , , , , 
1750340212.289349,Y,V,K,K,J, , , , , , 
1750340212.3857322,Y,V,K,K,J, , , , , , 
1750340212.486642,Y,V,K,K,J, , , , , , 
1750340212.592222,Y,V,K,K,J, , , , , , 
1750340212.6864011,Y,V,K,K,J, , , , , , 
1750340212.794776,Y,V,K,K,J, , , , , , 
1750340212.888809,Y,V,K,K,J, , , , , , 
1750340212.9896152,Y,V,K,K,J, , , , , , 
1750340213.091872,Y,V,K,K,J, , , , , , 
1750340213.1889431,Y,V,K,K,J, , , , , , 
1750340213.289537,Y,V,K,K,J, , , , , , 
1750340213.394773,Y,V,K,K,J, , , , , , 
1750340213.498013,Y,V,K,K,J, , , , , , 
1750340213.595714,Y,V,K,K,J, , , , , , 
1750340213.694134,Y,V,K,K,J, , , , , , 
1750340213.7994099,Y,V,K,K,J, , , , , , 
1750340213.897567,Y,V,K,K,J, , , , , , 
1750340214.01986,Y,V,K,K,J, , , , , , 
1750340214.101163,Y,V,K,K,J, , , , , , 
1750340214.2059898,Y,V,K,K,J, , , , , , 
1750340214.3148758,Y,V,K,K,J, , , , , , 
1750340214.412323,Y,V,K,K,J, , , , , , 
1750340214.505335,Y,V,K,K,J, , , , , , 
1750340214.61299,Y,V,K,K,J, , , , , , 
1750340214.7323,Y,V,K,K,J, , , , , , 
1750340214.808807,Y,V,K,K,J, , , , , , 
1750340214.910398,Y,V,K,K,J, , , , , , 
1750340215.0351229,Y,V,K,K,J, , , , , , 
1750340215.1283698,Y,V,K,K,J, , , , , , 
1750340215.220581,Y,V,K,K,J, , , , , , 
1750340215.3174558,Y,V,K,K,J, , , , , , 
1750340215.413381,Y,V,K,K,J, , , , , , 
1750340215.516704,Y,V,K,K,J, , , , , , 
1750340215.6261241,Y,V,K,K,J, , , , , , 
1750340215.713912,Y,V,K,K,J, , , , , , 
1750340215.831143,Y,V,K,K,J, , , , , , 
1750340215.925788,Y,V,K,K,J, , , , , , 
1750340216.048182,Y,V,K,K,J, , , , , , 
1750340216.126036,Y,V,K,K,J, , , , , , 
1750340216.234315,Y,V,K,K,J, , , , , , 
1750340216.337551,Y,V,K,K,J, , , , , , 
